Sample_ID,Moisture (%),Time (day),Temperature (°C),pH,Risk_Level,Rule_Source,Data_Type
P1954,23.5,29,29.0,5.0,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1955,23.5,29,29.0,5.4,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1956,20.0,29,29.5,5.0,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1957,22.0,29,29.5,7.0,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1958,23.5,29,29.5,6.5,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1959,20.0,29,30.0,5.2,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1960,21.0,29,30.0,6.0,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1961,22.5,29,30.0,5.7,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1962,20.5,30,25.0,6.6,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1963,21.0,30,25.0,5.7,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1964,23.0,30,25.0,6.4,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1965,23.0,30,25.0,6.5,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1966,20.0,30,25.5,6.2,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1967,21.0,30,25.5,5.3,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1968,21.0,30,25.5,5.4,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1969,22.0,30,25.5,5.4,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1970,20.5,30,26.0,5.3,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1971,23.5,30,26.0,5.6,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1972,25.0,30,26.0,5.0,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1973,23.0,30,26.5,6.2,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1974,23.5,30,26.5,5.6,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1975,23.5,30,26.5,6.0,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1976,23.5,30,26.5,6.3,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1977,22.0,30,27.0,6.5,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1978,22.5,30,27.0,6.4,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1979,23.0,30,27.0,6.7,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1980,24.0,30,27.0,5.2,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1981,24.0,30,27.0,6.9,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1982,23.5,30,27.5,5.0,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1983,23.5,30,27.5,5.9,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1984,21.0,30,28.0,6.4,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1985,24.0,30,28.0,5.8,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1986,24.0,30,28.0,6.5,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1987,24.5,30,28.0,5.9,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1988,25.0,30,28.0,5.9,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1989,20.5,30,28.5,6.4,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1990,24.0,30,28.5,5.9,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1991,24.0,30,28.5,6.9,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1992,24.0,30,29.0,5.7,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1993,24.5,30,29.0,5.3,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1994,24.5,30,29.0,6.1,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1995,24.5,30,29.0,7.0,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1996,23.5,30,29.5,6.3,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1997,24.5,30,29.5,5.4,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1998,22.0,30,30.0,6.8,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P1999,22.5,30,30.0,6.0,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P2000,24.5,30,30.0,5.7,High,"Moisture 20–25%, 7–30 days, 25–30°C, pH 5.0–7.0",Prototype/Literature-based
P2001,17.5,15,21.0,5.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2002,18.0,15,21.0,6.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2003,19.0,15,21.0,6.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2004,18.0,15,21.5,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2005,18.5,15,22.5,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2006,20.0,15,22.5,6.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2007,19.0,15,23.0,5.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2008,19.0,15,23.5,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2009,20.0,15,25.0,5.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2010,19.0,15,25.5,6.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2011,18.0,15,26.0,5.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2012,17.5,15,26.5,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2013,20.0,15,26.5,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2014,20.0,15,26.5,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2015,18.0,15,27.0,5.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2016,18.5,15,27.5,6.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2017,19.5,15,27.5,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2018,19.0,15,28.0,6.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2019,19.5,15,28.5,6.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2020,17.0,15,29.5,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2021,19.0,15,29.5,5.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2022,19.0,15,30.0,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2023,19.5,15,30.0,6.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2024,19.5,15,30.5,6.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2025,17.5,15,31.5,5.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2026,18.5,15,31.5,6.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2027,17.5,15,32.0,5.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2028,19.5,15,32.0,5.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2029,17.5,15,32.5,5.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2030,17.5,15,32.5,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2031,19.5,15,32.5,6.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2032,17.5,15,33.0,5.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2033,19.0,15,33.0,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2034,17.5,15,33.5,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2035,19.0,15,34.0,6.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2036,19.0,15,35.0,6.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2037,19.5,16,20.0,5.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2038,20.0,16,20.0,6.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2039,20.0,16,21.0,6.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2040,17.0,16,23.0,6.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2041,19.0,16,23.0,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2042,17.5,16,23.5,6.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2043,18.5,16,23.5,5.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2044,17.5,16,24.5,6.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2045,18.5,16,24.5,5.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2046,18.5,16,25.5,5.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2047,17.0,16,26.0,5.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2048,19.5,16,26.0,6.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2049,20.0,16,26.0,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2050,18.0,16,26.5,5.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2051,17.5,16,27.0,5.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2052,18.0,16,29.0,6.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2053,20.0,16,29.0,5.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2054,18.0,16,30.0,5.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2055,20.0,16,30.0,5.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2056,17.5,16,30.5,6.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2057,20.0,16,31.5,5.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2058,17.5,16,32.5,5.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2059,20.0,16,32.5,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2060,17.5,16,33.0,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2061,18.5,16,33.0,5.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2062,19.0,16,33.0,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2063,18.0,16,34.0,6.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2064,19.0,16,34.0,6.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2065,17.5,16,34.5,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2066,18.5,16,34.5,5.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2067,20.0,16,35.0,5.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2068,18.5,17,20.0,6.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2069,19.0,17,20.0,5.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2070,17.0,17,21.0,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2071,17.0,17,21.5,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2072,18.5,17,22.0,6.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2073,18.0,17,22.5,5.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2074,20.0,17,23.0,6.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2075,19.5,17,23.5,5.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2076,17.5,17,24.0,5.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2077,17.5,17,24.5,5.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2078,18.0,17,24.5,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2079,18.0,17,24.5,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2080,19.0,17,24.5,6.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2081,18.5,17,25.0,5.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2082,19.0,17,25.0,6.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2083,18.5,17,26.0,5.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2084,18.0,17,26.5,5.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2085,20.0,17,27.0,5.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2086,17.0,17,28.5,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2087,18.0,17,28.5,5.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2088,19.0,17,29.0,6.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2089,17.0,17,30.0,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2090,18.5,17,30.0,5.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2091,18.5,17,30.5,5.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2092,17.0,17,31.5,5.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2093,17.5,17,32.0,5.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2094,19.5,17,32.5,6.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2095,20.0,17,32.5,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2096,20.0,17,33.0,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2097,20.0,17,33.5,6.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2098,17.5,17,34.5,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2099,18.5,18,20.0,5.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2100,20.0,18,20.5,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2101,19.0,18,21.0,6.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2102,17.5,18,21.5,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2103,18.0,18,23.0,6.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2104,18.0,18,23.5,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2105,19.5,18,23.5,5.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2106,19.5,18,24.0,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2107,17.0,18,24.5,5.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2108,18.5,18,24.5,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2109,19.0,18,24.5,5.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2110,20.0,18,24.5,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2111,18.0,18,25.0,5.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2112,18.5,18,25.0,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2113,19.5,18,25.0,6.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2114,18.5,18,25.5,6.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2115,18.0,18,26.5,5.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2116,18.0,18,26.5,6.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2117,17.5,18,27.0,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2118,20.0,18,27.5,5.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2119,20.0,18,29.0,5.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2120,19.5,18,29.5,5.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2121,19.0,18,30.0,5.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2122,19.0,18,30.0,6.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2123,17.0,18,30.5,5.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2124,17.0,18,31.0,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2125,17.5,18,31.0,5.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2126,17.0,18,32.0,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2127,18.5,18,33.0,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2128,19.5,18,33.0,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2129,17.5,18,34.0,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2130,18.5,18,34.0,5.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2131,20.0,18,34.0,5.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2132,18.5,18,34.5,5.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2133,18.5,19,20.5,5.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2134,18.5,19,21.0,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2135,20.0,19,21.0,6.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2136,18.0,19,23.5,6.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2137,20.0,19,23.5,5.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2138,20.0,19,23.5,6.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2139,19.0,19,24.0,5.4,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2140,18.0,19,24.5,5.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2141,17.5,19,25.0,6.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2142,18.5,19,25.0,6.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2143,19.0,19,25.0,5.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2144,19.0,19,25.0,6.6,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2145,19.0,19,26.0,6.8,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2146,18.5,19,26.5,5.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2147,19.5,19,26.5,6.3,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2148,19.0,19,27.5,6.1,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2149,18.5,19,28.0,5.7,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2150,17.0,19,29.0,6.5,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2151,19.0,19,29.0,5.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2152,18.5,19,29.5,6.2,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2153,19.5,19,29.5,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2154,20.0,19,29.5,5.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2155,18.0,19,30.0,5.9,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
P2156,20.0,19,30.0,7.0,Medium,"Moisture 17–20%, 15–45 days, 20–35°C, pH 5.0–7.0",Prototype/Literature-based
